CreateDate,Account,CustomerID,CustomerType,AccountNumber,Billing Address,Service Address,ServiceType,RatePlan,AccountStatus
2019-03-18,104540,4055,Residential,RESI-104540,7380 GrandSt  ZYlusnbdale  Texas USA,7417 ParkWay WestPointfield Ontario Canada ,Electric,variable-rate,Active
2025-07-31,105312,4725,Residential,RESI-105312,7381 CedarCourt  ClearValeville  Texas USA,7418 OakBlvd SilverMoredale Saskatchewan Canada ,Electric,variable-rate,Inactive
2025-07-13,105994,4725,Residential,RESI-105994,7381 CedarCourt  ClearValeville  Texas USA,742 GreenWay PineSondale Texas USA ,Water,fixed-rate,Active
2025-09-13,101111,996,Residential,RESI-101111,7381 GrandBlvd  Newford  Indiana USA,7421 GreenPl FortValeton Texas USA ,Gas,variable-rate,Closed
2024-02-19,104195,3749,Residential,RESI-104195,7382 OakDr  Oakmont  Quebec Canada,7421 SilverTerrace SilverSonview Quebec Canada ,Electric,fixed-rate,Active
2020-12-11,105264,4683,Residential,RESI-105264,7384 KingLn  SilverMorebridge  Ontario Canada,7424 KingLn HJfpcbton Delaware USA ,Electric,fixed-rate,Active
2022-01-07,105067,4513,Residential,RESI-105067,7386 ParkSt  RiverBridgehaven  Texas USA,7425 CedarCourt Rosebury Ontario Canada ,Electric,fixed-rate,Active
2024-10-05,102804,2501,Residential,RESI-102804,7396 SilverLn  PNddksborough  Texas USA,7428 QueenPl Clearside California USA ,Electric,variable-rate,Active
2021-09-06,105509,4911,Small Commercial,SMALLCOMM-105509,7399 ParkWay  VGybdborough  New York USA,7434 ElmRd LKokethill Texas USA ,Electric,time-of-use,Active
2025-04-03,105289,4705,Commercial,COMM-105289,74 ElmTerrace  OUmdnywood  British Columbia Canada,7436 OakSt YDjiqvrcrest Texas USA ,Electric,fixed-rate,Active
2025-06-07,101183,1063,Residential,RESI-101183,7401 GrandPl  OakPointhaven  Texas USA,7439 SunPl RRiltsgside Delaware USA ,Electric,time-of-use,Active
2021-02-19,100471,422,Small Commercial,SMALLCOMM-100471,7403 MapleSt  Newcrest  Texas USA,7440 KingPl Newland Texas USA ,Gas,time-of-use,Active
2023-09-17,104367,3902,Commercial,COMM-104367,9113 ParkBlvd  Southville  Indiana USA,7440 KingPl Newland Texas USA ,Electric,variable-rate,Active
2024-10-26,102870,2559,Residential,RESI-102870,7405 MapleBlvd  GreenMoreton  Texas USA,7442 GreenBlvd OQwkptlside Quebec Canada ,Gas,fixed-rate,Active
2019-03-20,103605,3221,Residential,RESI-103605,7406 StonePl  Rosebury  Ontario Canada,7444 SunDr WestLeybridge Texas USA ,Gas,time-of-use,Active
2019-05-20,102117,1879,Residential,RESI-102117,7411 ParkBlvd  JOzzdihfbbury  California USA,7444 SunDr WestLeybridge Texas USA ,Gas,variable-rate,Active
2020-12-21,104415,3947,Residential,RESI-104415,7413 KingCourt  Oakton  Texas USA,7447 HillDr PortPointport Delaware USA ,Electric,time-of-use,Active
2020-09-21,100161,147,Small Commercial,SMALLCOMM-100161,7415 RiverCourt  GZqcrbridge  Michigan USA,7448 GreenLn SQbsaohaven Texas USA ,Electric,variable-rate,Active
2020-06-28,101446,1293,Commercial,COMM-101446,3591 HillPl  Pineton  New York USA,745 CedarPl Fairview Texas USA ,Electric,fixed-rate,Active
2022-04-08,104913,4374,Small Commercial,SMALLCOMM-104913,7415 SilverTerrace  Grandford  California USA,745 SilverWay BBypcmcrest Illinois USA ,Gas,variable-rate,Active
2024-06-15,100519,465,Small Commercial,SMALLCOMM-100519,7416 SunRd  OakHambury  Texas USA,7450 ParkDr UUgjzxnagbridge Pennsylvania USA ,Electric,time-of-use,Active
2025-04-09,104719,4206,Commercial,COMM-104719,4604 KingCourt  Lakebridge  Texas USA,7451 LakeBlvd Southborough New Jersey USA,Electric,time-of-use,Active
2020-02-05,104842,4310,Residential,RESI-104842,7417 LakeSt  Fairbridge  Quebec Canada,7459 KingLn Southbridge Alberta Canada ,Electric,fixed-rate,Active
2023-12-25,101934,1718,Residential,RESI-101934,7417 ParkWay  WestPointfield  Ontario Canada,746 OakBlvd TKxciiqsphill Texas USA ,Electric,time-of-use,Active
2019-07-28,105367,4778,Residential,RESI-105367,7418 OakBlvd  SilverMoredale  Saskatchewan Canada,7463 LakeAve FortSonford Ontario Canada ,Electric,fixed-rate,Active
2022-04-16,104015,3590,Commercial,COMM-104015,742 GreenWay  PineSondale  Texas USA,7463 LakeAve FortSonford Ontario Canada ,Gas,fixed-rate,Suspended
2019-11-01,101110,995,Residential,RESI-101110,7421 GreenPl  FortValeton  Texas USA,747 OakDr EastBrookmouth Texas USA ,Gas,time-of-use,Active
2021-04-29,102883,2572,Residential,RESI-102883,7421 SilverTerrace  SilverSonview  Quebec Canada,7470 GrandDr Eastford New York USA,Gas,variable-rate,Active
2024-08-31,103191,2843,Small Commercial,SMALLCOMM-103191,7424 KingLn  HJfpcbton  Delaware USA,7474 ParkTerrace PineWickbridge Manitoba Canada ,Electric,fixed-rate,Active
2025-02-21,100572,509,Residential,RESI-100572,7425 CedarCourt  Rosebury  Ontario Canada,7474 SunDr OVckvrrqrland California USA ,Electric,time-of-use,Suspended
2019-05-07,104935,4396,Residential,RESI-104935,7428 QueenPl  Clearside  California USA,7475 MapleLn StoneGatecrest Texas USA ,Electric,fixed-rate,Active
2021-02-25,105333,4745,Residential,RESI-105333,7434 ElmRd  LKokethill  Texas USA,7481 GrandDr LakeMoreford Texas USA ,Gas,time-of-use,Active
2019-04-22,101011,910,Commercial,COMM-101011,7436 OakSt  YDjiqvrcrest  Texas USA,7482 CedarSt StoneGatehill Texas USA ,Electric,variable-rate,Active
2023-01-27,100854,765,Residential,RESI-100854,7439 SunPl  RRiltsgside  Delaware USA,7486 QueenRd ZHgftuakhill Michigan USA ,Water,time-of-use,Active
2019-05-06,100168,152,Small Commercial,SMALLCOMM-100168,7440 KingPl  Newland  Texas USA,7487 CedarBlvd Lakecrest Texas USA ,Electric,time-of-use,Active
2020-07-21,101473,1315,Commercial,COMM-101473,2955 ParkSt  KPbjdanxbury  Texas USA,7488 ElmTerrace SQbsaohaven Texas USA ,Water,variable-rate,Active
2022-08-05,100177,161,Small Commercial,SMALLCOMM-100177,7442 GreenBlvd  OQwkptlside  Quebec Canada,7488 ElmTerrace SQbsaohaven Texas USA ,Gas,variable-rate,Active
2020-02-29,100098,87,Residential,RESI-100098,7444 SunDr  WestLeybridge  Texas USA,7491 PineSt MountMorebury Texas USA ,Electric,time-of-use,Active
2020-02-16,100942,844,Commercial,COMM-100942,7563 ElmLn  QKxaugcrest  Texas USA,7491 SunLn RJpqwhill Indiana USA ,Gas,time-of-use,Active
2022-08-12,104493,4017,Residential,RESI-104493,7447 HillDr  PortPointport  Delaware USA,7493 CedarPl Newridge Massachusetts USA ,Electric,fixed-rate,Inactive
2020-10-07,104060,3629,Small Commercial,SMALLCOMM-104060,7448 GreenLn  SQbsaohaven  Texas USA,7493 ParkDr IUfupmkbqland Massachusetts USA ,Electric,fixed-rate,Active
2024-02-17,104768,4245,Commercial,COMM-104768,745 CedarPl  Fairview  Texas USA,7493 ParkDr IUfupmkbqland Massachusetts USA ,Gas,time-of-use,Inactive
2025-02-13,104870,4335,Small Commercial,SMALLCOMM-104870,745 SilverWay  BBypcmcrest  Illinois USA,7494 ParkRd Eastcrest Texas USA ,Electric,fixed-rate,Active
2019-01-14,102966,2644,Residential,RESI-102966,7450 ParkDr  UUgjzxnagbridge  Pennsylvania USA,7494 ParkRd Eastcrest Texas USA ,Electric,time-of-use,Active
2024-07-31,102864,2553,Small Commercial,SMALLCOMM-102864,7451 LakeBlvd  Southborough  New Jersey USA,7496 KingBlvd Cleardale Texas USA ,Gas,time-of-use,Active
2019-09-21,102111,1875,Commercial,COMM-102111,7459 KingLn  Southbridge  Alberta Canada,7498 SunRd Greenbury Texas USA ,Water,fixed-rate,Active
2022-09-30,101566,1399,Residential,RESI-101566,746 OakBlvd  TKxciiqsphill  Texas USA,7499 QueenCourt IKgzofport Delaware USA ,Electric,time-of-use,Active
2023-07-23,102180,1937,Residential,RESI-102180,7463 LakeAve  FortSonford  Ontario Canada,75 MapleLn SVanjmiwood Texas USA ,Electric,variable-rate,Active
2021-01-19,106005,1937,Residential,RESI-106005,7463 LakeAve  FortSonford  Ontario Canada,7500 CedarWay NorthBridgeville Saskatchewan Canada ,Gas,variable-rate,Active
2023-08-23,105119,4558,Commercial,COMM-105119,747 OakDr  EastBrookmouth  Texas USA,7505 GrandPl RFkqlteville Texas USA ,Electric,variable-rate,Inactive
2023-02-07,100689,616,Residential,RESI-100689,7470 GrandDr  Eastford  New York USA,7506 LakeCourt ZJvvepusmouth Texas USA ,Electric,fixed-rate,Active
2023-02-15,100809,725,Residential,RESI-100809,7474 ParkTerrace  PineWickbridge  Manitoba Canada,7509 GreenTerrace BrightMoreland Michigan USA ,Electric,fixed-rate,Active
2023-03-17,103260,2905,Commercial,COMM-103260,7474 SunDr  OVckvrrqrland  California USA,751 KingSt OEureburg California USA ,Electric,time-of-use,Suspended
2023-02-23,102376,2107,Residential,RESI-102376,7475 MapleLn  StoneGatecrest  Texas USA,751 KingSt OEureburg California USA ,Electric,time-of-use,Suspended
2025-06-10,104391,3925,Commercial,COMM-104391,7481 GrandDr  LakeMoreford  Texas USA,751 MapleLn Lakehill Pennsylvania USA ,Water,time-of-use,Active
2020-06-20,103529,3157,Commercial,COMM-103529,7482 CedarSt  StoneGatehill  Texas USA,7511 KingBlvd Pinefield Maryland USA ,Electric,time-of-use,Active
2022-03-26,104810,4282,Residential,RESI-104810,7486 QueenRd  ZHgftuakhill  Michigan USA,7511 MapleAve Northridge Ohio USA ,Gas,time-of-use,Active
2023-08-30,105193,4620,Small Commercial,SMALLCOMM-105193,7487 CedarBlvd  Lakecrest  Texas USA,7512 RiverAve KLyuiborough Texas USA ,Gas,variable-rate,Inactive
2024-03-11,100069,62,Small Commercial,SMALLCOMM-100069,7488 ElmTerrace  SQbsaohaven  Texas USA,7513 OakSt Eastton Texas USA ,Gas,fixed-rate,Suspended
2020-01-02,100671,600,Commercial,COMM-100671,2755 GreenPl  Fairside  Texas USA,7513 PineAve SYbqfdale Maryland USA ,Electric,variable-rate,Suspended
2021-01-01,102444,2170,Small Commercial,SMALLCOMM-102444,7491 PineSt  MountMorebury  Texas USA,7514 SilverPl Oakport Alberta Canada ,Water,fixed-rate,Suspended
2021-11-21,101911,1698,Residential,RESI-101911,7491 SunLn  RJpqwhill  Indiana USA,7519 SunSt SouthSonbridge Massachusetts USA ,Electric,fixed-rate,Active
2021-04-26,103855,3446,Residential,RESI-103855,7493 CedarPl  Newridge  Massachusetts USA,7521 MapleCourt Southfield Texas USA ,Gas,fixed-rate,Active
2024-08-06,100540,480,Residential,RESI-100540,7493 ParkDr  IUfupmkbqland  Massachusetts USA,7521 MapleCourt Southfield Texas USA ,Water,fixed-rate,Active
2020-07-09,104856,4321,Commercial,COMM-104856,6354 KingCourt  EastHavenbury  Ohio USA,7521 StoneAve Westborough Pennsylvania USA ,Electric,fixed-rate,Active
2024-04-27,100139,126,Residential,RESI-100139,7494 ParkRd  Eastcrest  Texas USA,7521 StoneAve Westborough Pennsylvania USA ,Electric,variable-rate,Inactive
2022-11-13,101281,1146,Commercial,COMM-101281,1905 ParkAve  SouthHavenhill  Texas USA,7525 KingBlvd EAbrggland Quebec Canada ,Electric,time-of-use,Active
2022-06-29,101269,1136,Residential,RESI-101269,7496 KingBlvd  Cleardale  Texas USA,7526 CedarRd RoseLeyridge Pennsylvania USA ,Gas,time-of-use,Active
2023-11-30,104553,4066,Small Commercial,SMALLCOMM-104553,7498 SunRd  Greenbury  Texas USA,7532 CedarAve Brightville Texas USA ,Electric,fixed-rate,Active
2022-04-04,104444,3975,Residential,RESI-104444,7499 QueenCourt  IKgzofport  Delaware USA,7536 KingWay AIfupezhaven Ohio USA ,Electric,variable-rate,Active
2023-02-21,105540,4937,Residential,RESI-105540,75 MapleLn  SVanjmiwood  Texas USA,7540 PineLn FairWickbury Indiana USA ,Water,fixed-rate,Active
2022-10-29,100656,588,Residential,RESI-100656,7500 CedarWay  NorthBridgeville  Saskatchewan Canada,7541 GreenWay Southfield British Columbia Canada,Water,variable-rate,Active
2025-01-31,104138,3702,Small Commercial,SMALLCOMM-104138,7505 GrandPl  RFkqlteville  Texas USA,7541 OakPl PineBridgemouth Texas USA ,Electric,fixed-rate,Active
2023-07-15,101295,1157,Residential,RESI-101295,7506 LakeCourt  ZJvvepusmouth  Texas USA,7545 QueenWay Fairmouth Texas USA ,Electric,time-of-use,Inactive
2024-01-22,104303,3845,Residential,RESI-104303,7509 GreenTerrace  BrightMoreland  Michigan USA,7548 StoneAve HHlqhuchaven Texas USA ,Electric,fixed-rate,Inactive
2021-07-20,100262,237,Residential,RESI-100262,751 KingSt  OEureburg  California USA,7548 StoneAve HHlqhuchaven Texas USA ,Gas,time-of-use,Active
2025-06-07,102294,2038,Commercial,COMM-102294,6970 SunDr  NewWickview  Texas USA,7549 ElmRd Newmont Indiana USA ,Electric,variable-rate,Active
2023-07-31,101634,1459,Commercial,COMM-101634,751 MapleLn  Lakehill  Pennsylvania USA,7549 MapleCourt ZJzrebhaven Texas USA ,Electric,time-of-use,Inactive
2021-01-25,101209,1085,Residential,RESI-101209,7511 KingBlvd  Pinefield  Maryland USA,7551 OakDr MountBrookport Michigan USA ,Gas,time-of-use,Active
2024-02-24,100912,817,Small Commercial,SMALLCOMM-100912,7511 MapleAve  Northridge  Ohio USA,7556 GreenBlvd Greenmouth Texas USA ,Electric,fixed-rate,Suspended
2022-10-21,102767,2467,Residential,RESI-102767,7512 RiverAve  KLyuiborough  Texas USA,7556 MapleDr Westburg Ohio USA ,Gas,time-of-use,Active
2024-06-02,100743,668,Small Commercial,SMALLCOMM-100743,7513 OakSt  Eastton  Texas USA,7556 MapleDr Westburg Ohio USA ,Electric,time-of-use,Active
2023-08-24,105455,4862,Residential,RESI-105455,7513 PineAve  SYbqfdale  Maryland USA,7558 SilverLn CGwuceajmport New Jersey USA,Electric,variable-rate,Active
2024-09-11,105545,4942,Residential,RESI-105545,7514 SilverPl  Oakport  Alberta Canada,7561 LakeLn RCdshgfield Texas USA ,Gas,time-of-use,Active
2022-08-02,101561,1394,Small Commercial,SMALLCOMM-101561,7519 SunSt  SouthSonbridge  Massachusetts USA,7562 CedarAve TZuarpville Delaware USA ,Electric,variable-rate,Active
2022-03-04,100436,390,Residential,RESI-100436,7521 MapleCourt  Southfield  Texas USA,7562 GrandPl Portville California USA ,Electric,variable-rate,Active
2024-05-07,104018,3591,Commercial,COMM-104018,271 KingSt  PineHavenview  Indiana USA,7563 ElmLn QKxaugcrest Texas USA ,Electric,fixed-rate,Suspended
2020-02-10,100396,354,Small Commercial,SMALLCOMM-100396,7521 StoneAve  Westborough  Pennsylvania USA,7563 HillPl Rosedale Texas USA ,Water,time-of-use,Active
2023-04-21,103635,3246,Commercial,COMM-103635,6375 GreenPl  PortWickton  California USA,7564 MapleWay YSflfilkcbury Texas USA ,Electric,fixed-rate,Inactive
2020-10-17,101745,1550,Small Commercial,SMALLCOMM-101745,7525 KingBlvd  EAbrggland  Quebec Canada,7564 SilverBlvd FWhzbktnside Pennsylvania USA ,Electric,variable-rate,Inactive
2025-08-08,103863,3454,Residential,RESI-103863,7526 CedarRd  RoseLeyridge  Pennsylvania USA,7565 SunTerrace VVtmbmouth Saskatchewan Canada ,Gas,fixed-rate,Closed
2019-12-21,101467,1312,Residential,RESI-101467,7532 CedarAve  Brightville  Texas USA,7568 QueenPl JOzzdihfbbury California USA ,Electric,fixed-rate,Active
2022-04-18,100800,716,Small Commercial,SMALLCOMM-100800,7536 KingWay  AIfupezhaven  Ohio USA,7569 SilverWay Grandmouth Texas USA ,Electric,fixed-rate,Active
2021-03-11,104030,3602,Small Commercial,SMALLCOMM-104030,7540 PineLn  FairWickbury  Indiana USA,757 ParkTerrace DXdoikvlburg Texas USA ,Electric,fixed-rate,Active
2023-04-28,100273,248,Residential,RESI-100273,7541 GreenWay  Southfield  British Columbia Canada,7570 SunSt EDibymont Texas USA ,Gas,fixed-rate,Active
2021-09-25,105549,4946,Residential,RESI-105549,7541 OakPl  PineBridgemouth  Texas USA,7574 ElmAve Pinewood California USA ,Gas,variable-rate,Active
2022-05-25,101986,1764,Residential,RESI-101986,7545 QueenWay  Fairmouth  Texas USA,7574 QueenWay VIxtzville Saskatchewan Canada ,Gas,time-of-use,Active
2024-01-26,100186,170,Residential,RESI-100186,7548 StoneAve  HHlqhuchaven  Texas USA,7579 LakeTerrace Riverville Texas USA ,Electric,time-of-use,Suspended
2022-11-02,101580,1409,Commercial,COMM-101580,1942 SilverRd  SYvfgxton  Illinois USA,7580 RiverDr PortGatebury Texas USA ,Electric,fixed-rate,Active
2024-03-28,103466,3095,Small Commercial,SMALLCOMM-103466,7549 ElmRd  Newmont  Indiana USA,7581 SunBlvd RiverBridgefield Texas USA ,Electric,time-of-use,Active
2022-05-16,103571,3194,Residential,RESI-103571,7549 MapleCourt  ZJzrebhaven  Texas USA,7582 OakAve ORbsfjgmont Pennsylvania USA ,Gas,time-of-use,Active
2020-03-11,104840,4308,Residential,RESI-104840,7551 OakDr  MountBrookport  Michigan USA,7586 HillDr IQuwvxhaven Texas USA ,Gas,fixed-rate,Active
2025-06-30,101286,1150,Residential,RESI-101286,7556 GreenBlvd  Greenmouth  Texas USA,759 RiverBlvd Brightridge British Columbia Canada,Electric,variable-rate,Suspended
2021-11-26,104244,3794,Residential,RESI-104244,7556 MapleDr  Westburg  Ohio USA,7590 StoneRd UDbjtdafcrest Ontario Canada ,Gas,variable-rate,Inactive
2020-10-19,106034,3794,Residential,RESI-106034,7556 MapleDr  Westburg  Ohio USA,7591 KingSt LakeHavenview Texas USA ,Water,fixed-rate,Active
2020-10-16,103794,3393,Small Commercial,SMALLCOMM-103794,7558 SilverLn  CGwuceajmport  New Jersey USA,7595 GrandWay YXtvxview Texas USA ,Electric,time-of-use,Inactive
2019-08-20,102754,2454,Residential,RESI-102754,7561 LakeLn  RCdshgfield  Texas USA,7596 PineRd StoneHavenbury Texas USA ,Electric,time-of-use,Active
2022-03-28,101506,1348,Residential,RESI-101506,7562 CedarAve  TZuarpville  Delaware USA,7596 SilverRd YNpkicoriport Manitoba Canada ,Electric,fixed-rate,Active
2023-05-18,103952,3536,Residential,RESI-103952,7562 GrandPl  Portville  California USA,7599 HillSt StoneHamdale California USA ,Electric,fixed-rate,Active
2025-07-30,100941,844,Commercial,COMM-100941,7563 ElmLn  QKxaugcrest  Texas USA,760 OakRd SilverMorebridge Texas USA ,Electric,time-of-use,Active
2023-04-13,103001,2676,Small Commercial,SMALLCOMM-103001,7563 HillPl  Rosedale  Texas USA,7601 LakeCourt BrightHavenville Texas USA ,Gas,time-of-use,Active
2022-06-09,102916,2603,Residential,RESI-102916,7564 MapleWay  YSflfilkcbury  Texas USA,7605 LakePl SYadqmmont Texas USA ,Electric,time-of-use,Active
2023-03-15,104202,3756,Small Commercial,SMALLCOMM-104202,7564 SilverBlvd  FWhzbktnside  Pennsylvania USA,7606 MapleTerrace DFqhuvbvbury Massachusetts USA ,Electric,fixed-rate,Active
2025-02-26,100137,124,Residential,RESI-100137,7565 SunTerrace  VVtmbmouth  Saskatchewan Canada,7608 SilverBlvd Oakwood Pennsylvania USA ,Electric,time-of-use,Suspended
2023-06-02,102630,2345,Residential,RESI-102630,7568 QueenPl  JOzzdihfbbury  California USA,761 OakDr GrandPointview Texas USA ,Water,fixed-rate,Active
2019-11-24,101689,1503,Residential,RESI-101689,7569 SilverWay  Grandmouth  Texas USA,7610 ParkTerrace Clearmouth Illinois USA ,Gas,fixed-rate,Active
2022-06-07,101670,1485,Residential,RESI-101670,757 ParkTerrace  DXdoikvlburg  Texas USA,7610 ParkWay ENogdton British Columbia Canada,Water,variable-rate,Inactive
2019-11-18,104666,4163,Residential,RESI-104666,7570 SunSt  EDibymont  Texas USA,7610 StoneCourt PDalrburg Texas USA ,Electric,variable-rate,Inactive
2020-02-14,102576,2296,Residential,RESI-102576,7574 ElmAve  Pinewood  California USA,7610 StoneCourt PDalrburg Texas USA ,Water,variable-rate,Active
2023-05-01,102361,2094,Residential,RESI-102361,7574 QueenWay  VIxtzville  Saskatchewan Canada,7611 QueenPl Riverdale Delaware USA ,Gas,variable-rate,Active
2020-06-21,103189,2841,Small Commercial,SMALLCOMM-103189,7579 LakeTerrace  Riverville  Texas USA,7614 ElmPl NEekiwood Texas USA ,Water,variable-rate,Active
2024-11-17,102931,2617,Residential,RESI-102931,7580 RiverDr  PortGatebury  Texas USA,7615 KingAve GreenHavenbridge Manitoba Canada ,Gas,fixed-rate,Active
2019-11-02,101880,1669,Small Commercial,SMALLCOMM-101880,7581 SunBlvd  RiverBridgefield  Texas USA,7616 ElmAve Rosehaven Texas USA ,Electric,fixed-rate,Active
2023-07-17,101215,1089,Residential,RESI-101215,7582 OakAve  ORbsfjgmont  Pennsylvania USA,7616 GreenDr RoseHavenwood Indiana USA ,Electric,variable-rate,Inactive
2023-07-23,101021,915,Commercial,COMM-101021,7586 HillDr  IQuwvxhaven  Texas USA,762 CedarTerrace Fortmouth Michigan USA ,Electric,variable-rate,Active
2022-05-19,100322,291,Residential,RESI-100322,759 RiverBlvd  Brightridge  British Columbia Canada,762 CedarTerrace Fortmouth Michigan USA ,Water,time-of-use,Active
2024-11-04,101137,1020,Residential,RESI-101137,7590 StoneRd  UDbjtdafcrest  Ontario Canada,7620 GreenDr RoseWickside New York USA,Electric,time-of-use,Inactive
2020-12-04,104531,4047,Residential,RESI-104531,7591 KingSt  LakeHavenview  Texas USA,7621 StoneAve XRpofcrest Pennsylvania USA ,Gas,time-of-use,Inactive
2025-05-31,104394,3928,Residential,RESI-104394,7595 GrandWay  YXtvxview  Texas USA,7622 CedarBlvd Oakbridge Delaware USA ,Electric,fixed-rate,Active
2020-04-13,103779,3380,Small Commercial,SMALLCOMM-103779,7596 PineRd  StoneHavenbury  Texas USA,7622 KingPl NorthLeyport Texas USA ,Electric,fixed-rate,Closed
2019-09-18,102486,2211,Small Commercial,SMALLCOMM-102486,7596 SilverRd  YNpkicoriport  Manitoba Canada,7622 ParkBlvd GreenHammont Texas USA ,Water,variable-rate,Active
2025-04-25,104563,4076,Residential,RESI-104563,7599 HillSt  StoneHamdale  California USA,7622 SunLn YDthicrest Quebec Canada ,Electric,time-of-use,Active
2022-02-06,101593,1421,Residential,RESI-101593,760 OakRd  SilverMorebridge  Texas USA,7623 MaplePl Southton California USA ,Electric,variable-rate,Active
2021-05-11,105069,4515,Residential,RESI-105069,7601 LakeCourt  BrightHavenville  Texas USA,7623 MaplePl Southton California USA ,Electric,variable-rate,Active
2025-04-22,104682,4177,Residential,RESI-104682,7605 LakePl  SYadqmmont  Texas USA,7624 GrandPl TTgknborough British Columbia Canada,Electric,fixed-rate,Inactive
2023-11-22,103279,2923,Residential,RESI-103279,7606 MapleTerrace  DFqhuvbvbury  Massachusetts USA,7624 GreenAve FortGatehaven Indiana USA ,Electric,variable-rate,Active
2024-10-11,102723,2426,Residential,RESI-102723,7608 SilverBlvd  Oakwood  Pennsylvania USA,7624 PineAve UAzureafcrest Massachusetts USA ,Electric,variable-rate,Active
2019-09-24,105315,4728,Residential,RESI-105315,761 OakDr  GrandPointview  Texas USA,7627 GrandLn EastMoreridge New York USA,Electric,variable-rate,Active
2025-07-08,101789,1589,Commercial,COMM-101789,7610 ParkTerrace  Clearmouth  Illinois USA,7627 SilverTerrace QCtdfjobborough Saskatchewan Canada ,Gas,variable-rate,Active
2021-05-11,104315,3853,Residential,RESI-104315,7610 ParkWay  ENogdton  British Columbia Canada,7629 SunRd SouthWickridge Texas USA ,Electric,variable-rate,Active
2021-09-07,100431,386,Residential,RESI-100431,7610 StoneCourt  PDalrburg  Texas USA,7629 SunRd SouthWickridge Texas USA ,Electric,time-of-use,Active
2020-12-14,103972,3552,Commercial,COMM-103972,8377 QueenWay  Pinemont  Texas USA,763 SunPl PRvygqmont Texas USA ,Electric,fixed-rate,Active
2025-07-31,101455,1301,Residential,RESI-101455,7611 QueenPl  Riverdale  Delaware USA,7630 CedarBlvd UXzfsehill Texas USA ,Electric,time-of-use,Inactive
2019-07-15,105011,4463,Commercial,COMM-105011,7614 ElmPl  NEekiwood  Texas USA,7631 StoneRd Grandport Massachusetts USA ,Electric,variable-rate,Inactive
2024-05-25,100499,447,Residential,RESI-100499,7615 KingAve  GreenHavenbridge  Manitoba Canada,7634 GreenRd RiverPointdale Michigan USA ,Electric,time-of-use,Active
2022-12-14,105123,4561,Commercial,COMM-105123,7616 ElmAve  Rosehaven  Texas USA,7635 ParkBlvd RoseLeydale Illinois USA ,Electric,time-of-use,Active
2022-07-26,102478,2203,Small Commercial,SMALLCOMM-102478,7616 GreenDr  RoseHavenwood  Indiana USA,7635 ParkBlvd RoseLeydale Illinois USA ,Gas,time-of-use,Active
2021-06-01,100398,356,Small Commercial,SMALLCOMM-100398,762 CedarTerrace  Fortmouth  Michigan USA,7637 GreenTerrace Roseford Texas USA ,Electric,variable-rate,Suspended
2019-05-17,103663,3272,Commercial,COMM-103663,1947 ParkLn  StoneHamview  Massachusetts USA,7637 PineSt FairBrookmouth Texas USA ,Water,variable-rate,Active
2022-07-16,102136,1898,Small Commercial,SMALLCOMM-102136,7620 GreenDr  RoseWickside  New York USA,764 QueenPl NewLeyside Texas USA ,Gas,fixed-rate,Suspended
2022-10-30,105218,4642,Small Commercial,SMALLCOMM-105218,7621 StoneAve  XRpofcrest  Pennsylvania USA,7642 GrandWay PortLeyville Saskatchewan Canada ,Electric,variable-rate,Active
2024-02-03,103625,3241,Residential,RESI-103625,7622 CedarBlvd  Oakbridge  Delaware USA,7651 KingBlvd BrightGateport Indiana USA ,Electric,variable-rate,Active
2021-03-23,105261,4681,Commercial,COMM-105261,7622 KingPl  NorthLeyport  Texas USA,7654 ElmSt Greenside Alberta Canada ,Electric,fixed-rate,Active
2021-05-09,101129,1012,Residential,RESI-101129,7622 ParkBlvd  GreenHammont  Texas USA,7654 LakeCourt KFbvxhkdyside Texas USA ,Gas,variable-rate,Active
2022-03-30,101055,945,Residential,RESI-101055,7622 SunLn  YDthicrest  Quebec Canada,7657 RiverAve Newhill Texas USA ,Gas,time-of-use,Active
2022-01-26,100608,542,Residential,RESI-100608,7623 MaplePl  Southton  California USA,7658 LakeSt BYyhjmouth Texas USA ,Electric,fixed-rate,Active
2022-08-06,105519,4919,Commercial,COMM-105519,5790 SilverTerrace  Riverbury  New Jersey USA,7659 HillRd TPqikyaihaven Texas USA ,Gas,fixed-rate,Active
2020-07-22,105397,4806,Small Commercial,SMALLCOMM-105397,7624 GrandPl  TTgknborough  British Columbia Canada,7659 OakAve ZRytflyxqfield Texas USA ,Electric,time-of-use,Closed
2020-01-21,101663,1481,Residential,RESI-101663,7624 GreenAve  FortGatehaven  Indiana USA,7659 PineAve Silverhaven Texas USA ,Electric,fixed-rate,Suspended
2023-12-07,104403,3937,Small Commercial,SMALLCOMM-104403,7624 PineAve  UAzureafcrest  Massachusetts USA,7659 PineLn MountValeborough Texas USA ,Gas,fixed-rate,Inactive
2021-05-10,102030,1804,Commercial,COMM-102030,7627 GrandLn  EastMoreridge  New York USA,7664 GreenBlvd JGeljlmont Texas USA ,Electric,variable-rate,Active
2022-02-16,105010,4462,Residential,RESI-105010,7627 SilverTerrace  QCtdfjobborough  Saskatchewan Canada,7664 GreenDr ClearBrookmouth Texas USA ,Electric,variable-rate,Suspended
2019-06-03,100481,431,Small Commercial,SMALLCOMM-100481,7629 SunRd  SouthWickridge  Texas USA,7668 RiverWay Grandford California USA ,Gas,time-of-use,Active
